Similarity \ K,1,3,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
adjusted_cosine,1.1757865347,1.0499361088,1.0288426772,1.0154718574,1.0126019551,1.0111305132,1.0103065729,1.0095539486,1.0091955211,1.0089917277,1.0089636263,1.0089008401,1.0088430807,1.0087855552,1.0088173136,1.0087710691,1.0087337541,1.0086874717,1.0087047079,1.0086870988,1.0086657258,1.0086524122
cosine,1.1697476925,1.0476939111,1.0247856814,1.0105265733,1.007612685,1.0062773388,1.0057593935,1.0054460919,1.0052697907,1.0051457064,1.0050999652,1.0050510823,1.0050723691,1.0051266847,1.0051151969,1.005135714,1.0051467756,1.0051713068,1.0051907656,1.0052074725,1.0052392244,1.0052430407
jaccard_coefficient,1.1634817182,1.0465107703,1.0237562319,1.0107543516,1.0080571637,1.0067509821,1.0061209543,1.0057061172,1.005493529,1.0055000685,1.0054164575,1.0053848335,1.0054075316,1.005415617,1.0054102958,1.0054316853,1.0054326865,1.0054481937,1.0054560507,1.0054774454,1.0054852801,1.0054915742
mean_absolute_difference,1.1905607831,1.0751816945,1.0531173822,1.041511601,1.0390946986,1.0380219513,1.037699414,1.0373575579,1.0372098376,1.0371243565,1.0371094618,1.0371631479,1.0371853672,1.0372147939,1.0372011894,1.0372318625,1.0372627824,1.0372732033,1.0372775646,1.037279078,1.0372972615,1.0372935626
mean_squared_difference,1.1913112579,1.0801212398,1.0592322809,1.047719577,1.0450044316,1.0440734357,1.043690849,1.0433907931,1.0431605095,1.0430918873,1.0430647653,1.0430875428,1.043081227,1.0430645447,1.0430866341,1.0430879838,1.0430915115,1.0430831472,1.0430863342,1.0430862022,1.043075852,1.0430772192
modified_adjusted_cosine,1.1480896933,1.0540612184,1.0374762494,1.0281162722,1.0257332456,1.0251797136,1.0248824075,1.0247238607,1.0246542688,1.0246329035,1.0246415094,1.0246435792,1.0246121489,1.024618915,1.0246167806,1.0246171629,1.0246277957,1.0246185572,1.0246240255,1.0246249782,1.0246195292,1.0246193192
modified_cosine,1.1856968238,1.0534331308,1.0284247273,1.0130533951,1.0085812525,1.0065499028,1.005696686,1.0048371784,1.0042224067,1.0040114994,1.0038009455,1.0035873702,1.0034802733,1.0033703066,1.0032518103,1.0031640904,1.0032073396,1.0031614821,1.0031518448,1.0031371938,1.0031252995,1.0031145695
modified_pearson_1,1.2367029593,1.1260729934,1.1076136528,1.0975735267,1.0959019938,1.0952342787,1.0950126547,1.0948092455,1.0947170453,1.0947263575,1.094687829,1.0946956016,1.0946906403,1.094703161,1.0947030563,1.0947083929,1.0947036761,1.0946965907,1.0946892335,1.0946877845,1.0946872985,1.0946839398
modified_pearson_2,1.1926473392,1.0843430026,1.0627508687,1.0509428545,1.0478840295,1.0467245644,1.0461520923,1.0458697085,1.0456417548,1.0455201509,1.0454905987,1.0454256029,1.0453929014,1.0453826211,1.0453746784,1.0453690888,1.0453763396,1.0453722187,1.0453692367,1.0453596728,1.0453655497,1.0453627261
pearson,1.2098729146,1.075213427,1.0505653816,1.0351168146,1.0320778663,1.0308255965,1.0297266791,1.0294756435,1.0289958777,1.0287119878,1.028639218,1.0286545582,1.0285643238,1.0285635873,1.0285677919,1.028522314,1.028470266,1.0284415467,1.0284387623,1.0284105759,1.0283999136,1.0283771321
