Similarity \ K,1,3,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
adjusted_cosine,1.4404293744,1.2362599304,1.2033058674,1.1822107872,1.1771806731,1.1746471291,1.1733839653,1.1724827091,1.1718642801,1.1716322874,1.171419542,1.1712671975,1.1712151808,1.1711342273,1.1711651217,1.1710968809,1.1710713917,1.1710096612,1.1710164337,1.1709932159,1.1709873235,1.1709615405
cosine,1.4171711107,1.2244839111,1.1891819331,1.1670612241,1.1619267222,1.1597218004,1.1587419927,1.1581280117,1.1577698898,1.1575784996,1.1574634864,1.1573697237,1.1573499156,1.1573504516,1.1573226706,1.1573473293,1.1573402276,1.1573394729,1.1573407343,1.1573572425,1.157386965,1.1573859589
jaccard_coefficient,1.4139985471,1.2236595208,1.1882459051,1.1662799803,1.1611216699,1.1587853332,1.1576437527,1.1570308581,1.1566317218,1.1564734041,1.1562310647,1.1561272066,1.1560740703,1.1560850405,1.1560668173,1.1560669334,1.1560656864,1.1560505275,1.1560626428,1.1560523847,1.1560495211,1.1560401479
mean_absolute_difference,1.4230657228,1.2347889476,1.2012583979,1.1810387855,1.176595256,1.1748620435,1.1740307606,1.173590382,1.1733960271,1.1732755919,1.1731860154,1.1732252945,1.1732279181,1.1732805218,1.1732658839,1.1733011855,1.173346941,1.173381697,1.1734079472,1.1734157715,1.1734643486,1.1734765449
mean_squared_difference,1.425745378,1.2439904268,1.2112691556,1.1921126789,1.187522617,1.1859358067,1.1850393224,1.1845785138,1.1842629407,1.1840445114,1.1839320029,1.183869906,1.1838597609,1.1838119971,1.1838214967,1.1838235672,1.183821731,1.1838188184,1.1838289547,1.1838326176,1.1838197223,1.1838256736
modified_adjusted_cosine,1.4013416282,1.244230123,1.2171671026,1.2017226829,1.1978996047,1.1965919707,1.1959926181,1.1956776655,1.195469658,1.195355566,1.1953162169,1.195258406,1.1952169683,1.1952072446,1.1951838012,1.1951715308,1.1951729856,1.1951597472,1.1951616564,1.1951677518,1.1951643891,1.1951684558
modified_cosine,1.4406786678,1.2268582957,1.1886694492,1.1634708356,1.1564100771,1.1536018529,1.1519463465,1.1508960671,1.150073135,1.1496767009,1.1492819851,1.1489798255,1.1487804799,1.1485617418,1.148395703,1.1482851568,1.1482577555,1.1481619874,1.1481163078,1.1480771819,1.148037712,1.1479835373
modified_pearson_1,1.4512951178,1.2722052822,1.2442966948,1.2276322361,1.2234128619,1.2218796369,1.2212667138,1.2209453319,1.2206349645,1.2206296741,1.2205377494,1.2204996806,1.2204401542,1.2204411523,1.2204317736,1.220425262,1.2204073793,1.2203968125,1.2203741295,1.2203659103,1.2203596461,1.2203512596
modified_pearson_2,1.4191464356,1.2519013237,1.2212480063,1.2021498565,1.1972585813,1.195210854,1.1940822284,1.1934673528,1.193111659,1.1928880557,1.1927264598,1.1926067934,1.1925393456,1.1924921465,1.1924609754,1.1924180032,1.1923985752,1.1923874619,1.192378684,1.1923517192,1.1923440934,1.192325763
pearson,1.4470814262,1.2398813904,1.203443084,1.1801551316,1.1743963543,1.1723957012,1.1709529219,1.1703387708,1.1696485792,1.1692129468,1.1690269706,1.1688453236,1.1686711245,1.1686163301,1.1685779582,1.1685421165,1.1684920493,1.1684574716,1.1684218074,1.1684100315,1.1684113232,1.1683871932
