Similarity,recursive_neighbors \ K,1,3,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
adjusted_cosine,1,1.4242371096,1.242393191,1.2114190232,1.1912689705,1.186198268,1.1836886806,1.1822797885,1.1811672501,1.180462252,1.1801170282,1.1797347949,1.179507257,1.179388687,1.1792071525,1.1790858385,1.1789570009,1.1789345991,1.1788897921,1.1788890587,1.1788631303,1.1788124597,1.1787658352
adjusted_cosine,3,1.4099354616,1.2367206383,1.2080198076,1.1889323102,1.1842778117,1.1819253083,1.1806681715,1.1797413263,1.1791339561,1.1788858563,1.1785704729,1.1784047648,1.1783182139,1.1781549821,1.1780917497,1.1779822793,1.1779519546,1.1779077723,1.1779068611,1.1778916937,1.1778789712,1.1778423659
adjusted_cosine,5,1.4089379834,1.236205066,1.2075970197,1.1886471583,1.1840598984,1.1817407466,1.1804934334,1.1795671087,1.178965263,1.1787125138,1.1784121747,1.1782582327,1.1781778194,1.1780238096,1.1779624895,1.1778552959,1.1778239212,1.1777799738,1.1777813943,1.1777648671,1.1777524615,1.1777200127
adjusted_cosine,10,1.4085739753,1.2359518329,1.2073971047,1.1885280588,1.1839976929,1.1817051588,1.1804677326,1.1795454056,1.1789543537,1.1786987097,1.1783981818,1.178243609,1.1781611389,1.17800848,1.1779464925,1.1778381689,1.1778094039,1.177765521,1.1777671301,1.1777507322,1.1777386349,1.1777057845
adjusted_cosine,15,1.4084600207,1.2358694324,1.207328871,1.1884557897,1.1839319261,1.1816471378,1.1804100111,1.1794859785,1.1788962127,1.1786432257,1.1783454603,1.178191875,1.178110038,1.1779582901,1.1778964991,1.1777892975,1.1777589977,1.1777151833,1.1777176664,1.1777010561,1.1776879795,1.1776547625
adjusted_cosine,20,1.4084537173,1.2358523223,1.2073097786,1.1884392233,1.1839168909,1.1816330832,1.180395233,1.1794705197,1.1788814532,1.1786291775,1.178331267,1.1781771346,1.178094598,1.1779431336,1.1778810938,1.1777737246,1.1777431409,1.1776992647,1.1777019602,1.1776853236,1.1776715282,1.1776382532
adjusted_cosine,25,1.4084468833,1.2358485563,1.2073082388,1.1884389587,1.1839210495,1.1816368687,1.1803987622,1.1794742528,1.1788854927,1.1786328873,1.1783354904,1.178181266,1.1780986156,1.177947108,1.1778849162,1.1777775711,1.1777468273,1.1777029735,1.1777057166,1.1776890255,1.1776753322,1.1776420415
adjusted_cosine,30,1.4084477458,1.2358480256,1.2073159237,1.1884450185,1.1839276446,1.1816422895,1.1804032598,1.1794786659,1.1788898159,1.1786370685,1.17833932,1.1781851162,1.1781023543,1.1779508452,1.1778885225,1.1777811742,1.1777504242,1.1777064361,1.1777090554,1.1776923202,1.1776786148,1.1776453226
adjusted_cosine,35,1.4084498928,1.2358493546,1.2073181445,1.1884449854,1.1839297877,1.1816442164,1.1804050323,1.1794805161,1.1788916942,1.1786392289,1.1783414254,1.1781872357,1.1781043338,1.1779528168,1.1778904008,1.1777830226,1.1777522631,1.177708313,1.1777109231,1.1776942108,1.1776804873,1.1776471542
adjusted_cosine,40,1.4084512121,1.2358492201,1.2073205036,1.1884478084,1.1839317523,1.1816455335,1.1804061499,1.1794816916,1.1788930058,1.1786404542,1.1783426554,1.1781885502,1.1781056597,1.177954137,1.1778917318,1.1777843502,1.1777536165,1.1777096458,1.1777122391,1.1776954619,1.1776817383,1.1776484265
adjusted_cosine,45,1.4084537704,1.2358539074,1.2073262694,1.1884507257,1.1839345651,1.181648366,1.1804088722,1.179484428,1.1788956527,1.1786431004,1.1783453263,1.1781912356,1.1781083034,1.1779567701,1.1778943902,1.1777870248,1.1777562883,1.1777122978,1.1777148721,1.1776980962,1.1776843851,1.177651069
adjusted_cosine,50,1.4084520487,1.2358544576,1.2073277951,1.1884517312,1.1839353633,1.1816493821,1.1804098141,1.1794851984,1.1788964261,1.1786438327,1.1783460447,1.1781919663,1.1781090217,1.1779575025,1.1778951199,1.1777877704,1.1777570386,1.1777130448,1.1777156214,1.1776988555,1.1776851461,1.1776518393
adjusted_cosine,55,1.4084510082,1.2358539095,1.2073279358,1.1884525234,1.1839362382,1.1816499432,1.1804101347,1.179485621,1.178896764,1.1786441173,1.1783463262,1.1781922685,1.1781093294,1.1779578076,1.1778954241,1.177788071,1.1777573436,1.1777133461,1.1777159351,1.1776991654,1.1776854513,1.1776521534
adjusted_cosine,60,1.4084509236,1.2358551131,1.2073293904,1.1884539688,1.1839374958,1.1816512021,1.180411396,1.1794868385,1.178897963,1.1786453175,1.1783475289,1.1781934621,1.1781105199,1.1779589927,1.1778966155,1.1777892609,1.1777585313,1.1777145438,1.1777171398,1.1777003702,1.1776866536,1.1776533593
